binary,function,tokens,label
inline_asm_safe_4_x86_O1,safe,call_internal ret,0
inline_asm_safe_4_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_4_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret call_internal jmp_imm,0
inline_asm_safe_4_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_4_x86_O2,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_4_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_4_x86_O2,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_4_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_4_x86_O3,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_4_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_4_x86_O3,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_5_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_safe_5_x86_O0,safe,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_imm mov_reg_reg mov_reg_reg call_strncpy mov_mem_imm nop leave ret,0
inline_asm_safe_5_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_5_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_safe_5_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_5_x86_O1,safe,call_internal ret,0
inline_asm_safe_5_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_5_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret call_internal jmp_imm,0
inline_asm_safe_5_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_5_x86_O2,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_5_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_5_x86_O2,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_5_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_5_x86_O3,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_5_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_5_x86_O3,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_6_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_safe_6_x86_O0,safe,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_imm mov_reg_reg mov_reg_reg call_strncpy mov_mem_imm nop leave ret,0
inline_asm_safe_6_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_6_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_safe_6_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_6_x86_O1,safe,call_internal ret,0
inline_asm_safe_6_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_6_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret call_internal jmp_imm,0
inline_asm_safe_6_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_6_x86_O2,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_6_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_6_x86_O2,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_6_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_6_x86_O3,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_6_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_6_x86_O3,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_7_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_safe_7_x86_O0,safe,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_imm mov_reg_reg mov_reg_reg call_strncpy mov_mem_imm nop leave ret,0
inline_asm_safe_7_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_7_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_safe_7_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_7_x86_O1,safe,call_internal ret,0
inline_asm_safe_7_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_7_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret call_internal jmp_imm,0
inline_asm_safe_7_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_7_x86_O2,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_7_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_7_x86_O2,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_7_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_7_x86_O3,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_7_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_7_x86_O3,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_8_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_safe_8_x86_O0,safe,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_imm mov_reg_reg mov_reg_reg call_strncpy mov_mem_imm nop leave ret,0
inline_asm_safe_8_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_8_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_safe_8_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_8_x86_O1,safe,call_internal ret,0
inline_asm_safe_8_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_8_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret call_internal jmp_imm,0
inline_asm_safe_8_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_8_x86_O2,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_8_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_8_x86_O2,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_8_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_8_x86_O3,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_8_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_8_x86_O3,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_9_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_safe_9_x86_O0,safe,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_imm mov_reg_reg mov_reg_reg call_strncpy mov_mem_imm nop leave ret,0
inline_asm_safe_9_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_9_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_safe_9_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_9_x86_O1,safe,call_internal ret,0
inline_asm_safe_9_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_9_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret call_internal jmp_imm,0
inline_asm_safe_9_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_9_x86_O2,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_9_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_9_x86_O2,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_safe_9_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_9_x86_O3,safe,mov_reg_imm add_reg_imm ret,0
inline_asm_safe_9_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_safe_9_x86_O3,main,cmp_reg_imm jle_imm mov_reg_imm add_reg_imm xor_reg_reg ret,0
inline_asm_vuln_0_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_vuln_0_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_0_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_vuln_0_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
inline_asm_vuln_0_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_0_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_0_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_0_x86_O1,vulnerable,push_reg sub_reg_imm mov_reg_reg call_internal mov_reg_reg mov_reg_reg call_strcpy add_reg_imm pop_reg ret,1
inline_asm_vuln_0_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_0_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_0_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret push_reg mov_reg_mem call_internal xor_reg_reg pop_reg ret,0
inline_asm_vuln_0_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_0_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_0_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_0_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_imm add_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
inline_asm_vuln_0_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_1_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_vuln_1_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_1_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_vuln_1_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
inline_asm_vuln_1_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_1_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_1_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_1_x86_O1,vulnerable,push_reg sub_reg_imm mov_reg_reg call_internal mov_reg_reg mov_reg_reg call_strcpy add_reg_imm pop_reg ret,1
inline_asm_vuln_1_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_1_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_1_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret push_reg mov_reg_mem call_internal xor_reg_reg pop_reg ret,0
inline_asm_vuln_1_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_1_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_1_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_1_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_imm add_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
inline_asm_vuln_1_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_2_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_vuln_2_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_2_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_vuln_2_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
inline_asm_vuln_2_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_2_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_2_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_2_x86_O1,vulnerable,push_reg sub_reg_imm mov_reg_reg call_internal mov_reg_reg mov_reg_reg call_strcpy add_reg_imm pop_reg ret,1
inline_asm_vuln_2_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_2_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_2_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret push_reg mov_reg_mem call_internal xor_reg_reg pop_reg ret,0
inline_asm_vuln_2_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_2_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_2_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_2_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_imm add_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
inline_asm_vuln_2_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_3_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_vuln_3_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_3_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_vuln_3_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
inline_asm_vuln_3_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_3_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_3_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_3_x86_O1,vulnerable,push_reg sub_reg_imm mov_reg_reg call_internal mov_reg_reg mov_reg_reg call_strcpy add_reg_imm pop_reg ret,1
inline_asm_vuln_3_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_3_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_3_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret push_reg mov_reg_mem call_internal xor_reg_reg pop_reg ret,0
inline_asm_vuln_3_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_3_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_3_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_3_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_imm add_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
inline_asm_vuln_3_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_4_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_vuln_4_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_4_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_vuln_4_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
inline_asm_vuln_4_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_4_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_4_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_4_x86_O1,vulnerable,push_reg sub_reg_imm mov_reg_reg call_internal mov_reg_reg mov_reg_reg call_strcpy add_reg_imm pop_reg ret,1
inline_asm_vuln_4_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_4_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_4_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret push_reg mov_reg_mem call_internal xor_reg_reg pop_reg ret,0
inline_asm_vuln_4_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_4_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_4_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_4_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_imm add_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
inline_asm_vuln_4_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_5_x86_O0,asm_noise,push_reg mov_reg_reg mov_reg_imm add_reg_imm nop pop_reg ret,0
inline_asm_vuln_5_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_5_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
inline_asm_vuln_5_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
inline_asm_vuln_5_x86_O1,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_5_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_5_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_5_x86_O1,vulnerable,push_reg sub_reg_imm mov_reg_reg call_internal mov_reg_reg mov_reg_reg call_strcpy add_reg_imm pop_reg ret,1
inline_asm_vuln_5_x86_O2,asm_noise,mov_reg_imm add_reg_imm ret,0
inline_asm_vuln_5_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
inline_asm_vuln_5_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret push_reg mov_reg_mem call_internal xor_reg_reg pop_reg ret,0
inline_asm_vuln_5_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_imm add_reg_imm mov_reg_reg call_strcpy add_reg_imm ret,1
inline_asm_vuln_5_x86_O3,asm_noise,mov_reg_imm add_reg_imm ret,0
