filename,label
CWE457_Use_of_Uninitialized_Variable__double_02__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__double_02__O0__good,0
CWE457_Use_of_Uninitialized_Variable__double_02__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__double_02__O2__good,0
CWE457_Use_of_Uninitialized_Variable__double_03__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__double_03__O0__good,0
CWE457_Use_of_Uninitialized_Variable__double_03__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__double_03__O2__good,0
CWE457_Use_of_Uninitialized_Variable__double_04__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__double_04__O0__good,0
CWE457_Use_of_Uninitialized_Variable__double_04__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__double_04__O2__good,0
CWE457_Use_of_Uninitialized_Variable__double_05__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__double_05__O0__good,0
CWE457_Use_of_Uninitialized_Variable__double_05__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__double_05__O2__good,0
CWE457_Use_of_Uninitialized_Variable__double_06__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__double_06__O0__good,0
CWE457_Use_of_Uninitialized_Variable__double_06__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__double_06__O2__good,0
CWE457_Use_of_Uninitialized_Variable__double_07__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__double_07__O0__good,0
CWE457_Use_of_Uninitialized_Variable__double_07__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__double_07__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_01__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_01__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_01__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_01__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_02__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_02__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_02__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_02__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_03__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_03__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_03__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_03__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_04__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_04__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_04__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_04__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_05__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_05__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_05__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_05__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_06__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_06__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_06__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_06__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_07__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_07__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_07__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_07__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_08__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_08__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_08__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_08__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_09__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_09__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_09__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_09__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_10__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_10__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_10__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_10__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_11__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_11__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_11__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_11__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_12__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_12__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_12__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_12__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_13__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_13__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_13__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_13__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_14__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_14__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_14__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_14__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_15__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_15__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_15__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_15__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_16__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_16__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_16__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_16__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_17__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_17__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_17__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_17__O2__good,0
CWE476_NULL_Pointer_Dereference__binary_if_18__O0__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_18__O0__good,0
CWE476_NULL_Pointer_Dereference__binary_if_18__O2__bad,1
CWE476_NULL_Pointer_Dereference__binary_if_18__O2__good,0
CWE476_NULL_Pointer_Dereference__char_01__O0__bad,1
CWE476_NULL_Pointer_Dereference__char_01__O0__good,0
CWE476_NULL_Pointer_Dereference__char_01__O2__bad,1
CWE476_NULL_Pointer_Dereference__char_01__O2__good,0
CWE476_NULL_Pointer_Dereference__char_02__O0__bad,1
CWE476_NULL_Pointer_Dereference__char_02__O0__good,0
CWE476_NULL_Pointer_Dereference__char_02__O2__bad,1
CWE476_NULL_Pointer_Dereference__char_02__O2__good,0
CWE476_NULL_Pointer_Dereference__char_03__O0__bad,1
CWE476_NULL_Pointer_Dereference__char_03__O0__good,0
CWE476_NULL_Pointer_Dereference__char_03__O2__bad,1
CWE476_NULL_Pointer_Dereference__char_03__O2__good,0
CWE476_NULL_Pointer_Dereference__char_04__O0__bad,1
CWE476_NULL_Pointer_Dereference__char_04__O0__good,0
CWE476_NULL_Pointer_Dereference__char_04__O2__bad,1
CWE476_NULL_Pointer_Dereference__char_04__O2__good,0
CWE476_NULL_Pointer_Dereference__char_05__O0__bad,1
CWE476_NULL_Pointer_Dereference__char_05__O0__good,0
CWE476_NULL_Pointer_Dereference__char_05__O2__bad,1
CWE476_NULL_Pointer_Dereference__char_05__O2__good,0
CWE476_NULL_Pointer_Dereference__char_06__O0__bad,1
CWE476_NULL_Pointer_Dereference__char_06__O0__good,0
CWE476_NULL_Pointer_Dereference__char_06__O2__bad,1
CWE476_NULL_Pointer_Dereference__char_06__O2__good,0
CWE476_NULL_Pointer_Dereference__char_07__O0__bad,1
CWE476_NULL_Pointer_Dereference__char_07__O0__good,0
CWE476_NULL_Pointer_Dereference__char_07__O2__bad,1
CWE476_NULL_Pointer_Dereference__char_07__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_01__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_01__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_01__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_01__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_02__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_02__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_02__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_02__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_03__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_03__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_03__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_03__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_04__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_04__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_04__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_04__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_05__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_05__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_05__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_05__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_06__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_06__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_06__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_06__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_07__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_07__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_07__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_07__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_08__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_08__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_08__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_08__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_09__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_09__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_09__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_09__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_10__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_10__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_10__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_10__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_11__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_11__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_11__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_11__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_12__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_12__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_12__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_12__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_13__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_13__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_13__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_13__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_14__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_14__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_14__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_14__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_15__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_15__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_15__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_15__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_16__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_16__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_16__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_16__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_17__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_17__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_17__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_17__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_18__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_18__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_18__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_18__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_21__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_21__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_21__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_21__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_31__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_31__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_31__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_31__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_32__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_32__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_32__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_32__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_34__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_34__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_34__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_34__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_41__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_41__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_41__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_41__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_42__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_42__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_42__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_42__O2__good,0
CWE690_NULL_Deref_From_Return__char_calloc_44__O0__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_44__O0__good,0
CWE690_NULL_Deref_From_Return__char_calloc_44__O2__bad,1
CWE690_NULL_Deref_From_Return__char_calloc_44__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_01__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_01__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_01__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_01__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_02__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_02__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_02__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_02__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_03__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_03__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_03__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_03__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_04__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_04__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_04__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_04__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_05__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_05__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_05__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_05__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_06__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_06__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_06__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_06__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_07__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_07__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_07__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_07__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_08__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_08__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_08__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_08__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_09__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_09__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_09__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_09__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_10__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_10__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_10__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_10__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_11__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_11__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_11__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_11__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_12__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_12__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_12__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_12__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_13__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_13__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_13__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_13__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_14__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_14__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_14__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_14__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_15__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_15__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_15__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_15__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_16__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_16__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_16__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_16__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_17__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_17__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_17__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_17__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_18__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_18__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_18__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_18__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_21__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_21__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_21__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_21__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_31__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_31__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_31__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_31__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_32__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_32__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_32__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_32__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_34__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_34__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_34__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_34__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_41__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_41__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_41__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_41__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_42__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_42__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_42__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_42__O2__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_44__O0__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_44__O0__good,0
CWE78_OS_Command_Injection__char_connect_socket_execl_44__O2__bad,1
CWE78_OS_Command_Injection__char_connect_socket_execl_44__O2__good,0
